62601,IL
95556,CA
29669,SC
75969,TX
93407,CA
63822,MO
60960,IL
89420,NV
48186,MI
96121,CA
68057,NE
28585,NC
37714,TN
08210,NJ
12956,NY
46965,IN
85274,AZ
30238,GA
76133,TX
20602,MD
00968,PR
84134,UT
60082,IL
54155,WI
28751,NC
03466,NH
28382,NC
99903,AK
41777,KY
26555,WV
49895,MI
76164,TX
17931,PA
12903,NY
57276,SD
78545,TX
29322,SC
23830,VA
70352,LA
97456,OR
67640,KS
29530,SC
53139,WI
28466,NC
21635,MD
06260,CT
01036,MA
93592,CA
97857,OR
92071,CA
17012,PA
06114,CT
95838,CA
29805,SC
77380,TX
90232,CA
11220,NY
97880,OR
79376,TX
14884,NY
68841,NE
90723,CA
95370,CA
73051,OK
45383,OH
99217,WA
58027,ND
74369,OK
84201,UT
55936,MN
01002,MA
19152,PA
72753,AR
94101,CA
98136,WA
54447,WI
56438,MN
32122,FL
91788,CA
55068,MN
44650,OH
36720,AL
79103,TX
56669,MN
69041,NE
01139,MA
13415,NY
16836,PA
90270,CA
14223,NY
38029,TN
60465,IL
48188,MI
60438,IL
98650,WA
29067,SC
32969,FL
61310,IL
85008,AZ
71459,LA
90305,CA
58386,ND
33111,FL
57053,SD
34022,AA
29652,SC
93265,CA
85533,AZ
17550,PA
49327,MI
04061,ME
75802,TX
10301,NY
34465,FL
32145,FL
57626,SD
29065,SC
68413,NE
24236,VA
71245,LA
84338,UT
65283,MO
02494,MA
42031,KY
37211,TN
92586,CA
48088,MI
24146,VA
27869,NC
06340,CT
40962,KY
63370,MO
49777,MI
66033,KS
11972,NY
83671,ID
42044,KY
47022,IN
94662,CA
12490,NY
89822,NV
72712,AR
77391,TX
66021,KS
97435,OR
23063,VA
80305,CO
55769,MN
80538,CO
98021,WA
78069,TX
73722,OK
90074,CA
50258,IA
28679,NC
75181,TX
16228,PA
40484,KY
77270,TX
61607,IL
97080,OR
21263,MD
10173,NY
73068,OK
29717,SC
95422,CA
06888,CT
06921,CT
05362,VT
14518,NY
24121,VA
99776,AK
13693,NY
28383,NC
24608,VA
47060,IN
04473,ME
90030,CA
85138,AZ
12138,NY
57264,SD
25136,WV
42375,KY
28547,NC
91316,CA
02476,MA
56230,MN
30032,GA
59731,MT
40481,KY
68717,NE
22181,VA
07933,NJ
59025,MT
93523,CA
41132,KY
81235,CO
28169,NC
52619,IA
35548,AL
43215,OH
92013,CA
62413,IL
63369,MO
32759,FL
85003,AZ
82070,WY
32461,FL
23705,VA
53577,WI
97038,OR
30347,GA
97089,OR
80638,CO
27040,NC
68722,NE
23839,VA
44333,OH
62032,IL
18080,PA
22408,VA
29130,SC
20389,DC
37406,TN
91384,CA
19007,PA
76126,TX
94288,CA
46711,IN
22043,VA
79547,TX
63024,MO
95248,CA
16698,PA
28460,NC
47020,IN
58033,ND
12092,NY
12078,NY
16132,PA
94296,CA
52164,IA
24402,VA
43420,OH
32782,FL
83553,ID
23290,VA
72205,AR
40582,KY
97820,OR
27836,NC
87731,NM
92061,CA
08352,NJ
91610,CA
58063,ND
56726,MN
23405,VA
76471,TX
32810,FL
47640,IN
07036,NJ
32424,FL
38302,TN
25876,WV
29416,SC
28145,NC
14304,NY
89016,NV
21120,MD
79356,TX
36759,AL
41548,KY
22523,VA
98257,WA
26280,WV
49807,MI
98624,WA
24089,VA
85208,AZ
49835,MI
44826,OH
87821,NM
66087,KS
12063,NY
78013,TX
87013,NM
48316,MI
17701,PA
80020,CO
41649,KY
54410,WI
07091,NJ
19348,PA
85074,AZ
43802,OH
07062,NJ
91802,CA
19802,DE
83713,ID
29511,SC
36020,AL
07831,NJ
57470,SD
17760,PA
37210,TN
92386,CA
59635,MT
02714,MA
22743,VA
20842,MD
46206,IN
39088,MS
67002,KS
67260,KS
95471,CA
80735,CO
32013,FL
25165,WV
43730,OH
71826,AR
62538,IL
74457,OK
14894,NY
53793,WI
38183,TN
14757,NY
40903,KY
20613,MD
10466,NY
78330,TX
32456,FL
35061,AL
18457,PA
47401,IN
14070,NY
61884,IL
78235,TX
56725,MN
37015,TN
91769,CA
58072,ND
54137,WI
32908,FL
12472,NY
72122,AR
76949,TX
68467,NE
32317,FL
39092,MS
48146,MI
54968,WI
72324,AR
34769,FL
31631,GA
63124,MO
19086,PA
83555,ID
70455,LA
06105,CT
74051,OK
63141,MO
34234,FL
55423,MN
70390,LA
34230,FL
00647,PR
36728,AL
38547,TN
57271,SD
77868,TX
08344,NJ
67009,KS
64069,MO
67105,KS
81631,CO
29209,SC
38901,MS
13847,NY
53278,WI
41501,KY
21853,MD
03839,NH
98145,WA
71675,AR
62633,IL
45225,OH
42716,KY
32267,FL
65605,MO
75034,TX
65108,MO
62958,IL
27349,NC
63960,MO
83812,ID
59477,MT
32835,FL
54893,WI
61016,IL
45349,OH
11579,NY
80402,CO
64035,MO
79713,TX
77882,TX
74630,OK
99709,AK
90680,CA
05477,VT
77533,TX
39284,MS
49718,MI
57760,SD
15129,PA
76855,TX
40142,KY
87321,NM
45119,OH
43201,OH
44634,OH
74038,OK
33774,FL
16507,PA
25646,WV
57553,SD
50046,IA
50107,IA
13052,NY
34423,FL
20509,DC
70559,LA
13208,NY
92628,CA
10523,NY
79120,TX
70727,LA
62423,IL
38702,MS
32056,FL
82933,WY
45431,OH
37148,TN
30017,GA
98592,WA
44824,OH
18435,PA
71105,LA
62454,IL
83352,ID
91799,CA
31535,GA
77389,TX
88202,NM
31599,GA
34001,AA
53928,WI
64474,MO
13218,NY
32521,FL
65064,MO
07101,NJ
36618,AL
59071,MT
33681,FL
45244,OH
07509,NJ
78130,TX
23885,VA
30630,GA
61018,IL
76950,TX
52049,IA
61465,IL
97050,OR
77726,TX
97824,OR
75645,TX
98556,WA
99635,AK
78219,TX
24847,WV
27248,NC
45422,OH
31301,GA
37229,TN
87742,NM
28348,NC
63066,MO
02790,MA
15459,PA
47042,IN
48393,MI
21794,MD
77905,TX
25621,WV
18430,PA
74367,OK
52033,IA
80117,CO
31747,GA
74632,OK
62009,IL
72135,AR
52210,IA
95061,CA
65624,MO
01347,MA
41812,KY
21648,MD
06268,CT
70184,LA
64640,MO
72578,AR
22734,VA
25302,WV
04072,ME
84741,UT
06483,CT
02768,MA
77061,TX
82512,WY
47436,IN
42788,KY
25161,WV
20566,DC
60037,IL
99111,WA
23898,VA
83645,ID
62949,IL
54566,WI
91499,CA
78829,TX
97632,OR
65609,MO
15134,PA
44676,OH
81058,CO
32744,FL
61301,IL
49638,MI
16748,PA
41667,KY
29163,SC
40729,KY
38030,TN
48098,MI
02745,MA
20128,VA
29412,SC
02302,MA
85931,AZ
40931,KY
59050,MT
06889,CT
11788,NY
72021,AR
68845,NE
49427,MI
36275,AL
46013,IN
73734,OK
56586,MN
55313,MN
25333,WV
45177,OH
05490,VT
00925,PR
34475,FL
05404,VT
88346,NM
34688,FL
77035,TX
39328,MS
44049,OH
72111,AR
83728,ID
26362,WV
33474,FL
20409,DC
70097,LA
60550,IL
53576,WI
55488,MN
91709,CA
46701,IN
32706,FL
69348,NE
32126,FL
97637,OR
72045,AR
37151,TN
19032,PA
42164,KY
86427,AZ
54873,WI
49032,MI
60542,IL
64738,MO
74347,OK
12997,NY
53556,WI
78745,TX
56318,MN
99101,WA
54180,WI
64074,MO
19511,PA
20911,MD
79453,TX
84014,UT
61238,IL
89519,NV
87711,NM
58650,ND
46923,IN
33777,FL
06912,CT
92368,CA
55974,MN
27306,NC
44264,OH
30627,GA
07876,NJ
30521,GA
23274,VA
71129,LA
71306,LA
79039,TX
95111,CA
65675,MO
39427,MS
87347,NM
15420,PA
04076,ME
60901,IL
43062,OH
24028,VA
22626,VA
18627,PA
98132,WA
57632,SD
88542,TX
24004,VA
70114,LA
15056,PA
95924,CA
78851,TX
52701,IA
07513,NJ
60527,IL
07023,NJ
29329,SC
33401,FL
51432,IA
24281,VA
90701,CA
42539,KY
93643,CA
97436,OR
29048,SC
95979,CA
80480,CO
55071,MN
53226,WI
84761,UT
78871,TX
93219,CA
07849,NJ
75754,TX
77522,TX
37118,TN
38375,TN
22652,VA
55791,MN
72353,AR
48736,MI
30639,GA
58429,ND
79493,TX
73742,OK
60805,IL
61484,IL
22482,VA
03911,ME
41834,KY
34787,FL
58541,ND
14466,NY
77864,TX
33903,FL
55029,MN
75558,TX
95968,CA
06265,CT
45174,OH
32820,FL
72668,AR
99152,WA
46291,IN
32826,FL
14467,NY
97491,OR
26070,WV
28123,NC
77085,TX
28273,NC
75956,TX
65456,MO
44088,OH
52220,IA
17040,PA
76634,TX
85336,AZ
03218,NH
65276,MO
55616,MN
38377,TN
08542,NJ
91304,CA
19312,PA
46581,IN
93649,CA
98857,WA
50524,IA
49783,MI
79821,TX
45255,OH
04287,ME
67737,KS
37326,TN
94938,CA
47620,IN
60071,IL
27214,NC
58271,ND
38002,TN
47437,IN
27429,NC
85925,AZ
61477,IL
86502,AZ
79711,TX
06830,CT
01001,MA
33037,FL
94230,CA
04762,ME
75979,TX
72648,AR
32463,FL
62846,IL
48708,MI
52073,IA
57379,SD
21849,MD
29484,SC
90261,CA
98685,WA
32658,FL
16055,PA
96063,CA
84041,UT
95626,CA
90631,CA
20580,DC
52168,IA
97411,OR
31515,GA
26238,WV
53062,WI
33687,FL
89025,NV
06078,CT
76049,TX
99344,WA
78604,TX
57466,SD
62221,IL
47964,IN
26676,WV
76650,TX
68365,NE
31814,GA
17127,PA
29506,SC
70534,LA
61710,IL
04453,ME
63664,MO
11783,NY
61473,IL
66227,KS
27017,NC
92082,CA
37171,TN
25063,WV
56009,MN
48505,MI
66853,KS
79932,TX
19091,PA
35769,AL
55361,MN
57446,SD
56081,MN
63701,MO
72039,AR
56085,MN
78005,TX
15745,PA
56592,MN
83846,ID
36784,AL
07175,NJ
37185,TN
33912,FL
40724,KY
67052,KS
22191,VA
92877,CA
46741,IN
30188,GA
76120,TX
02815,RI
41102,KY
23453,VA
67519,KS
70616,LA
28606,NC
98904,WA
39359,MS
47549,IN
05037,VT
94044,CA
06419,CT
07092,NJ
49588,MI
08829,NJ
99203,WA
01350,MA
06824,CT
35898,AL
44313,OH
27420,NC
45417,OH
47841,IN
12070,NY
37658,TN
25570,WV
04413,ME
92837,CA
54113,WI
63145,MO
22736,VA
46617,IN
11815,NY
40146,KY
32567,FL
68182,NE
51022,IA
22350,VA
28146,NC
30220,GA
41433,KY
73946,OK
07734,NJ
52404,IA
14471,NY
98505,WA
04105,ME
58068,ND
91311,CA
98403,WA
31201,GA
50276,IA
95682,CA
26586,WV
58311,ND
27640,NC
89125,NV
19477,PA
56173,MN
55783,MN
29414,SC
10292,NY
54130,WI
99022,WA
23107,VA
77344,TX
38071,TN
33820,FL
77968,TX
45601,OH
30090,GA
70583,LA
92834,CA
48357,MI
72928,AR
91404,CA
97874,OR
20591,DC
49091,MI
65054,MO
72450,AR
84098,UT
27954,NC
20872,MD
19567,PA
21158,MD
24007,VA
99664,AK
59316,MT
33313,FL
36550,AL
40162,KY
45663,OH
32868,FL
11053,NY
95193,CA
50244,IA
61285,IL
15673,PA
70654,LA
98540,WA
97076,OR
06461,CT
02760,MA
95765,CA
25164,WV
07439,NJ
81006,CO
95945,CA
97754,OR
78629,TX
67631,KS
51048,IA
33807,FL
72083,AR
36140,AL
32779,FL
55940,MN
39212,MS
96067,CA
38379,TN
78040,TX
93446,CA
33010,FL
62259,IL
15224,PA
69143,NE
47136,IN
47344,IN
71120,LA
84744,UT
49289,MI
62961,IL
22989,VA
06244,CT
15313,PA
31643,GA
76207,TX
74540,OK
48880,MI
75643,TX
07110,NJ
90224,CA
06026,CT
98528,WA
15535,PA
73163,OK
07410,NJ
92021,CA
71424,LA
94285,CA
13736,NY
08319,NJ
04493,ME
31310,GA
88572,TX
70612,LA
60428,IL
38952,MS
77547,TX
